Date,TGT
5/14/00,35.1367
5/15/00,35.5
5/16/00,35.7188
5/17/00,34.8125
5/18/00,35.4512
5/21/00,35.0938
5/22/00,35.0625
5/23/00,33.5
5/24/00,32.25
5/25/00,32.4688
5/28/00,32.2188
5/29/00,32.2188
5/30/00,30.9063
5/31/00,31.3438
6/1/00,31.5
6/4/00,33
6/5/00,32.1563
6/6/00,28.7813
6/7/00,29.8438
6/8/00,29.875
6/11/00,28.125
6/12/00,27.25
6/13/00,28.3125
6/14/00,29
6/15/00,30.0313
6/18/00,29.25
6/19/00,28.5938
6/20/00,27.5
6/21/00,26.2188
6/22/00,26.8125
6/25/00,27.0313
6/26/00,27.7188
6/27/00,27.9063
6/28/00,27.3359
6/29/00,27.75
7/2/00,29
7/3/00,28.9063
7/4/00,28.9063
7/5/00,28.8438
7/6/00,28.2188
7/9/00,29.4375
7/10/00,30.5938
7/11/00,31.5
7/12/00,31.4063
7/13/00,31.0625
7/16/00,31.0625
7/17/00,30.4531
7/18/00,29.6563
7/19/00,29.5313
7/20/00,30.5
7/23/00,29.9375
7/24/00,29.3125
7/25/00,30.125
7/26/00,31.25
7/27/00,31.1875
7/30/00,30.4375
7/31/00,29
8/1/00,29
8/2/00,30.5
8/3/00,30.0625
8/6/00,29.6875
8/7/00,31.125
8/8/00,31.875
8/9/00,31
8/10/00,29.75
8/13/00,29.625
8/14/00,29.9375
8/15/00,27
8/16/00,26.375
8/17/00,26.0625
8/20/00,26.5
8/21/00,26.25
8/22/00,27.5
8/23/00,26.9375
8/24/00,27.1875
8/27/00,27.1875
8/28/00,26.6875
8/29/00,26.4375
8/30/00,26.0625
8/31/00,23.1875
9/3/00,24.625
9/4/00,24.625
9/5/00,25
9/6/00,25.0625
9/7/00,24.8125
9/10/00,24.875
9/11/00,26.375
9/12/00,26.8125
9/13/00,26.5
9/14/00,28
9/17/00,27.0625
9/18/00,26.25
9/19/00,25.6875
9/20/00,25.75
9/21/00,25.5
9/24/00,26.4375
9/25/00,25.875
9/26/00,24.9493
9/27/00,24.8125
9/28/00,25.25
10/1/00,25.625
10/2/00,25
10/3/00,25.125
10/4/00,25.5
10/5/00,25.9375
10/8/00,24.375
10/9/00,24.5
10/10/00,24.0625
10/11/00,23.375
10/12/00,22.75
10/15/00,24.0625
10/16/00,24.375
10/17/00,23.6875
10/18/00,24
10/19/00,25.9375
10/22/00,25.125
10/23/00,24.75
10/24/00,24.8125
10/25/00,24.25
10/26/00,24.25
10/29/00,24.4375
10/30/00,25.5
10/31/00,27.625
11/1/00,27.5625
11/2/00,28.375
11/5/00,27.5
11/6/00,27.5625
11/7/00,28.375
11/8/00,30.125
11/9/00,27.375
11/12/00,25.9375
11/13/00,26.1875
11/14/00,28.1875
11/15/00,28.875
11/16/00,28.9375
11/19/00,29.375
11/20/00,28.6875
11/21/00,28.875
11/22/00,29.125
11/23/00,29.125
11/26/00,28.4375
11/27/00,29
11/28/00,29
11/29/00,30.125
11/30/00,30.0625
12/3/00,31.4375
12/4/00,32.875
12/5/00,31.5
12/6/00,32.75
12/7/00,33.5625
12/10/00,33.6875
12/11/00,33.3125
12/12/00,32.5625
12/13/00,32.25
12/14/00,31.25
12/17/00,31.25
12/18/00,31.6875
12/19/00,28.75
12/20/00,28.1875
12/21/00,30
12/24/00,30.6875
12/25/00,30.6875
12/26/00,30.625
12/27/00,32.25
12/28/00,32
12/31/00,32.25
1/1/01,32.25
1/2/01,33.25
1/3/01,36.25
1/4/01,36.9375
1/7/01,34.6875
1/8/01,34.375
1/9/01,34.5
1/10/01,34.4375
1/11/01,33.4375
1/14/01,34.8125
1/15/01,34.8125
1/16/01,35.875
1/17/01,35.8125
1/18/01,34.5625
1/21/01,32.75
1/22/01,34.5625
1/23/01,36
1/24/01,36.3125
1/25/01,36.6875
1/28/01,36.375
1/29/01,36.85
1/30/01,36.5
1/31/01,37.98
2/1/01,37.9
2/4/01,36.97
2/5/01,36.35
2/6/01,36.29
2/7/01,36.69
2/8/01,35.36
2/11/01,33.95
2/12/01,36.15
2/13/01,36.83
2/14/01,36.61
2/15/01,36.5
2/18/01,35.72
2/19/01,35.72
2/20/01,37.25
2/21/01,34.8
2/22/01,35.8
2/25/01,35.74
2/26/01,37.8
2/27/01,38.37
2/28/01,39
3/1/01,37.29
3/4/01,36.95
3/5/01,36.4
3/6/01,38
3/7/01,38.3
3/8/01,38
3/11/01,37.6
3/12/01,36.51
3/13/01,35.65
3/14/01,35.5
3/15/01,35.57
3/18/01,34.93
3/19/01,35.6
3/20/01,35.75
3/21/01,36.87
3/22/01,34.5
3/25/01,34.9
3/26/01,35.79
3/27/01,36.88
3/28/01,36.15
3/29/01,35.46
4/1/01,36.08
4/2/01,36.3
4/3/01,35.08
4/4/01,34.31
4/5/01,35.85
4/8/01,35.6
4/9/01,35.05
4/10/01,35.85
4/11/01,35.7
4/12/01,35.85
4/15/01,35.85
4/16/01,35.75
4/17/01,35.35
4/18/01,38.25
4/19/01,37.48
4/22/01,37.5
4/23/01,36.74
4/24/01,35.98
4/25/01,36.27
4/26/01,37.55
4/29/01,39.16
4/30/01,38.45
5/1/01,39.09
5/2/01,38.89
5/3/01,39.01
5/6/01,39.25
5/7/01,38.94
5/8/01,38.51
5/9/01,38.3
5/10/01,39.5
5/13/01,39.93
5/14/01,39.7
5/15/01,38.3
5/16/01,38
5/17/01,38.37
5/20/01,37.8
5/21/01,37.75
5/22/01,38.89
5/23/01,37.69
5/24/01,37.53
5/27/01,37.36
5/28/01,37.36
5/29/01,37.2
5/30/01,37.78
5/31/01,37.8
6/3/01,37.8
6/4/01,37.02
6/5/01,37.61
6/6/01,37.34
6/7/01,37.96
6/10/01,38.26
6/11/01,37.25
6/12/01,37.12
6/13/01,36.85
6/14/01,36.7
6/17/01,35.62
6/18/01,36.33
6/19/01,36.27
6/20/01,35.99
6/21/01,36.31
6/24/01,36.34
6/25/01,36.81
6/26/01,36.73
6/27/01,35.26
6/28/01,35.52
7/1/01,34.6
7/2/01,35.59
7/3/01,35.99
7/4/01,35.99
7/5/01,35.38
7/8/01,33.51
7/9/01,33.2
7/10/01,32.74
7/11/01,33.38
7/12/01,35.95
7/15/01,36.19
7/16/01,35.85
7/17/01,35.62
7/18/01,35.49
7/19/01,36.2
7/22/01,37.25
7/23/01,37
7/24/01,36.75
7/25/01,36.9
7/26/01,36.85
7/29/01,36.8
7/30/01,37.3
7/31/01,38.7
8/1/01,37.7
8/2/01,38.03
8/5/01,38.25
8/6/01,37.86
8/7/01,39.03
8/8/01,38
8/9/01,38.2
8/12/01,37.85
8/13/01,37.61
8/14/01,37.48
8/15/01,37.4
8/16/01,37.06
8/19/01,36.62
8/20/01,37.1
8/21/01,35.36
8/22/01,36.1
8/23/01,35.89
8/26/01,35.71
8/27/01,35.3
8/28/01,34.82
8/29/01,35.05
8/30/01,34.8
9/2/01,34.65
9/3/01,34.65
9/4/01,34.85
9/5/01,34.98
9/6/01,33.15
9/9/01,31.78
9/10/01,32.2
9/11/01,32.2
9/12/01,32.2
9/13/01,32.2
9/16/01,32.2
9/17/01,29.66
9/18/01,29.13
9/19/01,28.26
9/20/01,26.9
9/23/01,26.68
9/24/01,30.15
9/25/01,31.2
9/26/01,31.51
9/27/01,31.36
9/30/01,31.75
10/1/01,31.41
10/2/01,32.04
10/3/01,34.4
10/4/01,33
10/7/01,32.81
10/8/01,31.45
10/9/01,31.05
10/10/01,32.31
10/11/01,33.05
10/14/01,31.67
10/15/01,31.12
10/16/01,31.8
10/17/01,31
10/18/01,31.07
10/21/01,31.5
10/22/01,31.6
10/23/01,31.25
10/24/01,30.67
10/25/01,31.1
10/28/01,31.45
10/29/01,30.2
10/30/01,29.1
10/31/01,31.15
11/1/01,32.19
11/4/01,33.69
11/5/01,34.5
11/6/01,35.32
11/7/01,34.11
11/8/01,34.35
11/11/01,34.47
11/12/01,35
11/13/01,36.22
11/14/01,37.44
11/15/01,37.89
11/18/01,36.41
11/19/01,37.79
11/20/01,36.5
11/21/01,36.76
11/22/01,36.76
11/25/01,37.71
11/26/01,38.12
11/27/01,37.98
11/28/01,38.15
11/29/01,37.41
12/2/01,37.54
12/3/01,37.16
12/4/01,37.36
12/5/01,39.62
12/6/01,38.67
12/9/01,38
12/10/01,36.7
12/11/01,35.98
12/12/01,36.22
12/13/01,36.01
12/16/01,36.75
12/17/01,37.48
12/18/01,37.26
12/19/01,37.86
12/20/01,37.3
12/23/01,38.21
12/24/01,38.04
12/25/01,38.04
12/26/01,38.46
12/27/01,39.65
12/30/01,41.25
12/31/01,41.05
1/1/02,41.05
1/2/02,41
1/3/02,41.15
1/6/02,41.94
1/7/02,41.95
1/8/02,41.61
1/9/02,40.38
1/10/02,40.85
1/13/02,40.3
1/14/02,39.46
1/15/02,40.01
1/16/02,39.66
1/17/02,40.51
1/20/02,40.66
1/21/02,40.66
1/22/02,41.82
1/23/02,42.66
1/24/02,42.9
1/27/02,42.24
1/28/02,43.1
1/29/02,41.85
1/30/02,43.76
1/31/02,44.41
2/3/02,43.35
2/4/02,42.95
2/5/02,42.5
2/6/02,42.5
2/7/02,42
2/10/02,42.48
2/11/02,43.95
2/12/02,43.98
2/13/02,45
2/14/02,45
2/17/02,44.5
2/18/02,44.5
2/19/02,43.61
2/20/02,45
2/21/02,44.5
2/24/02,44.39
2/25/02,44.75
2/26/02,45.72
2/27/02,43.9
2/28/02,41.9
3/3/02,43.15
3/4/02,43.4
3/5/02,41.5
3/6/02,42.22
3/7/02,43.49
3/10/02,44.25
3/11/02,44.59
3/12/02,44.48
3/13/02,43.74
3/14/02,43.78
3/17/02,45
3/18/02,44.94
3/19/02,44.35
3/20/02,44.99
3/21/02,44.15
3/24/02,43.65
3/25/02,43.4
3/26/02,42.8
3/27/02,42.92
3/28/02,43.12
3/31/02,43.12
4/1/02,42.85
4/2/02,41.8
4/3/02,41.45
4/4/02,42.03
4/7/02,42.36
4/8/02,43.66
4/9/02,44.05
4/10/02,44.75
4/11/02,44.67
4/14/02,44.99
4/15/02,44.29
4/16/02,45
4/17/02,44.39
4/18/02,44.61
4/21/02,44.6
4/22/02,43.73
4/23/02,43.94
4/24/02,43.24
4/25/02,43.75
4/28/02,43.55
4/29/02,43.81
4/30/02,43.65
5/1/02,44.18
5/2/02,44.12
5/5/02,44.01
5/6/02,44
5/7/02,44.94
5/8/02,44.32
5/9/02,42.03
5/12/02,41.16
5/13/02,41.58
5/14/02,42.78
5/15/02,42.4
5/16/02,43.37
5/19/02,43.15
5/20/02,42.7
5/21/02,41.54
5/22/02,41.8
5/23/02,41.9
5/26/02,41.45
5/27/02,41.45
5/28/02,40.48
5/29/02,40
5/30/02,40.5
6/2/02,41.45
6/3/02,40.36
6/4/02,39.5
6/5/02,40
6/6/02,38.4
6/9/02,38.23
6/10/02,38.78
6/11/02,39.07
6/12/02,40.21
6/13/02,38.88
6/16/02,37.83
6/17/02,39.36
6/18/02,39.2
6/19/02,38.9
6/20/02,37.85
6/23/02,36.8
6/24/02,36.33
6/25/02,36.8
6/26/02,37.04
6/27/02,37.96
6/30/02,38.1
7/1/02,36.75
7/2/02,35.76
7/3/02,37.05
7/4/02,37.05
7/7/02,39
7/8/02,38.44
7/9/02,38
7/10/02,36.83
7/11/02,36.9
7/14/02,36.15
7/15/02,36.44
7/16/02,34.62
7/17/02,33.5
7/18/02,33.01
7/21/02,31.92
7/22/02,31.05
7/23/02,30.46
7/24/02,33.08
7/25/02,32.86
7/28/02,33
7/29/02,35.29
7/30/02,34.4
7/31/02,33.35
8/1/02,31.4
8/4/02,31
8/5/02,31.5
8/6/02,32.75
8/7/02,32.36
8/8/02,32.25
8/11/02,32.67
8/12/02,31.94
8/13/02,30.96
8/14/02,32.17
8/15/02,35.1
8/18/02,35.54
8/19/02,36.8
8/20/02,36.94
8/21/02,37.13
8/22/02,37.25
8/25/02,35.9
8/26/02,35.79
8/27/02,35
8/28/02,34.1
8/29/02,33.9
9/1/02,34.2
9/2/02,34.2
9/3/02,33.22
9/4/02,34.32
9/5/02,33.1
9/8/02,34.4
9/9/02,35
9/10/02,35.57
9/11/02,36.1
9/12/02,35.34
9/15/02,36.22
9/16/02,36.9
9/17/02,35.74
9/18/02,35.97
9/19/02,34.58
9/22/02,33.66
9/23/02,31.96
9/24/02,31.98
9/25/02,32.52
9/26/02,34.11
9/29/02,31.91
9/30/02,29.52
10/1/02,30
10/2/02,29.2
10/3/02,28.67
10/6/02,28.35
10/7/02,26.15
10/8/02,28.21
10/9/02,26.75
10/10/02,27.83
10/13/02,29.88
10/14/02,30.04
10/15/02,32.09
10/16/02,30.83
10/17/02,29.51
10/20/02,30.87
10/21/02,31.51
10/22/02,30.6
10/23/02,31.53
10/24/02,31.78
10/27/02,31.72
10/28/02,31.32
10/29/02,31.53
10/30/02,30.2
10/31/02,30.12
11/3/02,30.87
11/4/02,30.59
11/5/02,31
11/6/02,30.81
11/7/02,30.82
11/10/02,30.75
11/11/02,29.8
11/12/02,30.85
11/13/02,30.03
11/14/02,33.49
11/17/02,32.89
11/18/02,31.38
11/19/02,31.1
11/20/02,31.17
11/21/02,32.75
11/24/02,32.95
11/25/02,33.51
11/26/02,33.58
11/27/02,35.3
11/28/02,35.3
12/1/02,34.78
12/2/02,35.74
12/3/02,34.56
12/4/02,35.16
12/5/02,34.64
12/8/02,33.96
12/9/02,32.31
12/10/02,33.2
12/11/02,32.87
12/12/02,32.7
12/15/02,30.97
12/16/02,31.8
12/17/02,29.75
12/18/02,29.65
12/19/02,29.48
12/22/02,29.89
12/23/02,28.54
12/24/02,28.18
12/25/02,28.18
12/26/02,28.75
12/29/02,28.65
12/30/02,30
12/31/02,30
1/1/03,30
1/2/03,31.11
1/5/03,30.15
1/6/03,30.25
1/7/03,29.95
1/8/03,30.12
1/9/03,31.42
1/12/03,31.2
1/13/03,30.72
1/14/03,30.7
1/15/03,29.89
1/16/03,30.19
1/19/03,29.67
1/20/03,29.67
1/21/03,28.63
1/22/03,28.06
1/23/03,28.75
1/26/03,27.7
1/27/03,27.26
1/28/03,27
1/29/03,27.15
1/30/03,27.55
2/2/03,28.21
2/3/03,28.52
2/4/03,27.78
2/5/03,27.87
2/6/03,27.2
2/9/03,26.8
2/10/03,26.77
2/11/03,26.97
2/12/03,27.27
2/13/03,27.01
2/16/03,27.69
2/17/03,27.69
2/18/03,28.02
2/19/03,27.87
2/20/03,26.77
2/23/03,28.48
2/24/03,28.23
2/25/03,28.51
2/26/03,28.12
2/27/03,27.9
3/2/03,28.65
3/3/03,27.56
3/4/03,26.5
3/5/03,26.34
3/6/03,26.06
3/9/03,26.75
3/10/03,26.67
3/11/03,26.27
3/12/03,26.82
3/13/03,28.27
3/16/03,27.28
3/17/03,29.4
3/18/03,29.25
3/19/03,29.6
3/20/03,29.93
3/23/03,30.73
3/24/03,29.5
3/25/03,29.76
3/26/03,29.9
3/27/03,29.51
3/30/03,29.56
3/31/03,29.26
4/1/03,29.15
4/2/03,30.45
4/3/03,30.31
4/6/03,30.94
4/7/03,31.78
4/8/03,31.71
4/9/03,30.79
4/10/03,31.85
4/13/03,30.88
4/14/03,31.41
4/15/03,32.14
4/16/03,31.69
4/17/03,32.3
4/20/03,32.3
4/21/03,32.46
4/22/03,33.01
4/23/03,33.23
4/24/03,32.79
4/27/03,32.35
4/28/03,33.12
4/29/03,33.35
4/30/03,33.44
5/1/03,32.9
5/4/03,33.32
5/5/03,33.67
5/6/03,34.33
5/7/03,34.17
5/8/03,34.78
5/11/03,35.27
5/12/03,36.13
5/13/03,36.41
5/14/03,35.93
5/15/03,34.46
5/18/03,34.05
5/19/03,33.2
5/20/03,33.4
5/21/03,33.06
5/22/03,33.69
5/25/03,33.06
5/26/03,33.06
5/27/03,34
5/28/03,35.25
5/29/03,35.36
6/1/03,36.63
6/2/03,37.16
6/3/03,37.08
6/4/03,37.7
6/5/03,37.55
6/8/03,37.79
6/9/03,36.99
6/10/03,37.48
6/11/03,37.78
6/12/03,37.92
6/15/03,37
6/16/03,38
6/17/03,37.6
6/18/03,37.51
6/19/03,37.3
6/22/03,37.45
6/23/03,37.02
6/24/03,37.41
6/25/03,37.1
6/26/03,37.55
6/29/03,37.23
6/30/03,37.84
7/1/03,37.62
7/2/03,37.96
7/3/03,37.39
7/6/03,37.39
7/7/03,38.64
7/8/03,39.82
7/9/03,38.95
7/10/03,37.74
7/13/03,38.43
7/14/03,38.84
7/15/03,38.89
7/16/03,39.14
7/17/03,38.5
7/20/03,38.42
7/21/03,38.31
7/22/03,38.64
7/23/03,38.54
7/24/03,38.48
7/27/03,39.1
7/28/03,39.44
7/29/03,38.2
7/30/03,38.23
7/31/03,38.32
8/3/03,38.01
8/4/03,38.56
8/5/03,37.65
8/6/03,37.69
8/7/03,38
8/10/03,38.91
8/11/03,39.15
8/12/03,40
8/13/03,39.94
8/14/03,37.7
8/17/03,37.89
8/18/03,38.72
8/19/03,38.89
8/20/03,38.8
8/21/03,39.01
8/24/03,38.4
8/25/03,38.71
8/26/03,39.1
8/27/03,39.12
8/28/03,40.22
8/31/03,40.6
9/1/03,40.6
9/2/03,41.51
9/3/03,41.54
9/4/03,40.75
9/7/03,40.01
9/8/03,40.15
9/9/03,39.02
9/10/03,38.56
9/11/03,39.09
9/14/03,39.03
9/15/03,39.19
9/16/03,39.45
9/17/03,39.29
9/18/03,39.6
9/21/03,39.24
9/22/03,38.1
9/23/03,39.49
9/24/03,38.89
9/25/03,39.11
9/28/03,38.25
9/29/03,37.55
9/30/03,37.63
10/1/03,38.62
10/2/03,38.24
10/5/03,39.35
10/6/03,39.15
10/7/03,39.69
10/8/03,39.3
10/9/03,40.4
10/12/03,39.57
10/13/03,40.11
10/14/03,40.67
10/15/03,40.34
10/16/03,40.25
10/19/03,39.68
10/20/03,39.41
10/21/03,39.89
10/22/03,39.11
10/23/03,39.03
10/26/03,38.38
10/27/03,38.8
10/28/03,39.69
10/29/03,39.5
10/30/03,39.28
11/2/03,39.74
11/3/03,39.86
11/4/03,39.44
11/5/03,38.84
11/6/03,39.15
11/9/03,38.86
11/10/03,39.05
11/11/03,39.42
11/12/03,39.93
11/13/03,39
11/16/03,38.64
11/17/03,38.34
11/18/03,38
11/19/03,38.48
11/20/03,37.86
11/23/03,37.75
11/24/03,38.74
11/25/03,38.98
11/26/03,38.72
11/27/03,38.72
11/30/03,38.72
12/1/03,39.58
12/2/03,39.01
12/3/03,39.23
12/4/03,40.15
12/7/03,39.19
12/8/03,39.24
12/9/03,39.12
12/10/03,39.1
12/11/03,39.01
12/14/03,38.77
12/15/03,37.12
12/16/03,37.24
12/17/03,38.4
12/18/03,38.5
12/21/03,38.01
12/22/03,38.16
12/23/03,38.03
12/24/03,37.65
12/25/03,37.65
12/28/03,37.72
12/29/03,38.65
12/30/03,38.38
12/31/03,38.4
1/1/04,38.4
1/4/04,37.72
1/5/04,37.4
1/6/04,38.57
1/7/04,38.27
1/8/04,37.76
1/11/04,37.05
1/12/04,37.34
1/13/04,38.24
1/14/04,38.35
1/15/04,39.05
1/18/04,39.16
1/19/04,39.16
1/20/04,37.92
1/21/04,38.26
1/22/04,38.4
1/25/04,39
1/26/04,38.52
1/27/04,38.78
1/28/04,37.47
1/29/04,38.02
2/1/04,37.96
2/2/04,38.59
2/3/04,39
2/4/04,39
2/5/04,39.1
2/8/04,39.44
2/9/04,39.53
2/10/04,41.3
2/11/04,41.65
2/12/04,41.72
2/15/04,41.17
2/16/04,41.17
2/17/04,41.88
2/18/04,42.29
2/19/04,41.71
2/22/04,42.64
2/23/04,42.92
2/24/04,42.72
2/25/04,42.91
2/26/04,43.2
2/29/04,43.96
3/1/04,44.41
3/2/04,43.58
3/3/04,43.59
3/4/04,43.77
3/7/04,43.2
3/8/04,42.93
3/9/04,42.85
3/10/04,41.73
3/11/04,44.7
3/14/04,45.63
3/15/04,45.14
3/16/04,45.29
3/17/04,45
3/18/04,44.89
3/21/04,44.73
3/22/04,44.22
3/23/04,43.84
3/24/04,43.83
3/25/04,44.42
3/28/04,44.51
3/29/04,45.43
3/30/04,45.21
3/31/04,45.04
4/1/04,44.32
4/4/04,44.75
4/5/04,45.08
4/6/04,45.4
4/7/04,44.81
4/8/04,44.17
4/11/04,44.17
4/12/04,44.85
4/13/04,43.71
4/14/04,42.86
4/15/04,43.69
4/18/04,44.28
4/19/04,43.8
4/20/04,43.71
4/21/04,44.1
4/22/04,44.96
4/25/04,44.74
4/26/04,44.22
4/27/04,44.54
4/28/04,44.22
4/29/04,43.4
5/2/04,43.37
5/3/04,44.07
5/4/04,44.1
5/5/04,44.71
5/6/04,44.15
5/9/04,43.26
5/10/04,43.55
5/11/04,44.29
5/12/04,44.35
5/13/04,43.17
5/16/04,43
5/17/04,42.21
5/18/04,43.36
5/19/04,43.28
5/20/04,43.03
5/23/04,43.21
5/24/04,43.76
5/25/04,44.13
5/26/04,43.65
5/27/04,44.41
5/30/04,44.7
5/31/04,44.7
6/1/04,44.26
6/2/04,45.38
6/3/04,45.36
6/6/04,45.21
6/7/04,45.88
6/8/04,46.2
6/9/04,45.63
6/10/04,45.75
6/13/04,45.75
6/14/04,45.75
6/15/04,46.21
6/16/04,46
6/17/04,46.19
6/20/04,45.99
6/21/04,46.43
6/22/04,45.16
6/23/04,45.82
6/24/04,45.45
6/27/04,44.45
6/28/04,44.04
6/29/04,42.29
6/30/04,42.47
7/1/04,42.25
7/4/04,41.75
7/5/04,41.75
7/6/04,41.24
7/7/04,41.49
7/8/04,40.8
7/11/04,41.27
7/12/04,42.35
7/13/04,43.64
7/14/04,42.61
7/15/04,42.6
7/18/04,42.4
7/19/04,42.74
7/20/04,43.51
7/21/04,43
7/22/04,43.12
7/25/04,43.83
7/26/04,42.77
7/27/04,44.27
7/28/04,44.03
7/29/04,44.33
8/1/04,43.6
8/2/04,43.89
8/3/04,43.45
8/4/04,43.13
8/5/04,41.76
8/8/04,40.81
8/9/04,41.09
8/10/04,41.06
8/11/04,40.42
8/12/04,41.9
8/15/04,42.94
8/16/04,43.91
8/17/04,43.98
8/18/04,44.11
8/19/04,43.91
8/22/04,43.81
8/23/04,43.74
8/24/04,44.33
8/25/04,44.78
8/26/04,44.67
8/29/04,44.94
8/30/04,44.74
8/31/04,44.58
9/1/04,44.96
9/2/04,45.73
9/5/04,45.93
9/6/04,45.93
9/7/04,46.25
9/8/04,45.81
9/9/04,45.17
9/12/04,45.82
9/13/04,46.25
9/14/04,46.21
9/15/04,45.59
9/16/04,45.35
9/19/04,45.32
9/20/04,45.38
9/21/04,45.66
9/22/04,45.38
9/23/04,45.16
9/26/04,46.22
9/27/04,45.75
9/28/04,45.83
9/29/04,45.81
9/30/04,45.25
10/3/04,45.45
10/4/04,46.69
10/5/04,46.52
10/6/04,47.1
10/7/04,47.13
10/10/04,47.33
10/11/04,47.76
10/12/04,47.44
10/13/04,46.67
10/14/04,46.02
10/17/04,46.89
10/18/04,47.75
10/19/04,48.46
10/20/04,48.17
10/21/04,48.1
10/24/04,47.71
10/25/04,47.83
10/26/04,48.46
10/27/04,49.45
10/28/04,50
10/31/04,50.02
11/1/04,50.47
11/2/04,50.5
11/3/04,50.37
11/4/04,51.33
11/7/04,51.83
11/8/04,51.56
11/9/04,51.09
11/10/04,50.88
11/11/04,50.77
11/14/04,52.02
11/15/04,52.43
11/16/04,51.46
11/17/04,51.02
11/18/04,51.6
11/21/04,51.29
11/22/04,51.2
11/23/04,51.7
11/24/04,51.97
11/25/04,51.97
11/28/04,52.21
11/29/04,51.9
11/30/04,51.22
12/1/04,51.93
12/2/04,52.4
12/5/04,51.7
12/6/04,51.11
12/7/04,50.88
12/8/04,51.66
12/9/04,51.92
12/12/04,51.7
12/13/04,51.51
12/14/04,51.93
12/15/04,51.8
12/16/04,51.19
12/19/04,50.53
12/20/04,50.54
12/21/04,50.6
12/22/04,50.66
12/23/04,50.5
12/26/04,50.5
12/27/04,51.31
12/28/04,51.86
12/29/04,51.7
12/30/04,52.1
1/2/05,51.93
1/3/05,51.8
1/4/05,51.24
1/5/05,51.28
1/6/05,48.5
1/9/05,49.02
1/10/05,49.68
1/11/05,49.21
1/12/05,49.74
1/13/05,49.25
1/16/05,49.75
1/17/05,49.75
1/18/05,50.2
1/19/05,49.94
1/20/05,49.95
1/23/05,49.1
1/24/05,48.66
1/25/05,49.09
1/26/05,50.5
1/27/05,50.16
1/30/05,49.49
1/31/05,50.77
2/1/05,50.7
2/2/05,51.31
2/3/05,51.74
2/6/05,51.52
2/7/05,51.37
2/8/05,50.64
2/9/05,49.7
2/10/05,49.06
2/13/05,49.23
2/14/05,49.7
2/15/05,49.82
2/16/05,49.07
2/17/05,50.16
2/20/05,50.62
2/21/05,50.62
2/22/05,49.99
2/23/05,51
2/24/05,51.14
2/27/05,51.37
2/28/05,50.82
3/1/05,51.32
3/2/05,51.87
3/3/05,52.5
3/6/05,52.39
3/7/05,52.37
3/8/05,52.25
3/9/05,52.02
3/10/05,52.29
3/13/05,51.75
3/14/05,52.15
3/15/05,51.95
3/16/05,51.43
3/17/05,51.43
3/20/05,50.76
3/21/05,50.28
3/22/05,50.44
3/23/05,50.09
3/24/05,50.09
3/27/05,50.09
3/28/05,50.47
3/29/05,50.25
3/30/05,50.8
3/31/05,50.02
4/3/05,49.4
4/4/05,49.75
4/5/05,50.42
4/6/05,49.97
4/7/05,50.74
4/10/05,50.05
4/11/05,49.75
4/12/05,50.4
4/13/05,49.73
4/14/05,48.99
4/17/05,48
4/18/05,48.62
4/19/05,47.89
4/20/05,46.85
4/21/05,47.85
4/24/05,46.63
4/25/05,47.02
4/26/05,46.57
4/27/05,46.9
4/28/05,46.85
5/1/05,46.41
5/2/05,47.2
5/3/05,46.95
5/4/05,46.28
5/5/05,47.28
5/8/05,46.87
5/9/05,47.61
